Store,YearMonth,Sales
8,2014-01,4824.0
8,2014-02,5148.0
8,2014-03,5127.0
8,2014-04,5512.0
8,2014-05,5155.0
8,2014-06,5506.0
8,2014-07,5313.0
8,2014-08,5057.0
8,2014-09,5669.0
8,2014-10,5890.0
8,2014-11,6640.0
8,2014-12,6908.0
8,2015-01,5917.0
8,2015-02,6055.0
8,2015-03,6196.0
8,2015-04,6767.0
8,2015-05,6279.0
8,2015-06,6492.0
8,2015-07,6482.0
9,2013-01,4885.0
9,2013-02,5284.0
9,2013-03,5743.0
9,2013-04,5448.0
9,2013-05,5937.0
9,2013-06,5382.0
9,2013-07,6092.0
9,2013-08,5580.0
9,2013-09,5677.0
9,2013-10,5789.0
9,2013-11,6047.0
9,2013-12,7273.0
9,2014-01,6217.0
9,2014-02,6544.0
9,2014-03,6395.0
9,2014-04,6528.0
9,2014-05,6527.0
9,2014-06,7197.0
9,2014-07,6501.0
9,2014-08,6626.0
9,2014-09,6652.0
9,2014-10,6752.0
9,2014-11,7632.0
9,2014-12,8186.0
9,2015-01,7145.0
9,2015-02,7270.0
9,2015-03,7572.0
9,2015-04,7722.0
9,2015-05,7814.0
9,2015-06,8113.0
9,2015-07,7206.0
10,2013-01,5002.0
10,2013-02,5123.0
10,2013-03,5344.0
10,2013-04,5242.0
10,2013-05,5443.0
10,2013-06,5453.0
10,2013-07,5213.0
10,2013-08,5332.0
10,2013-09,5108.0
10,2013-10,5117.0
10,2013-11,5515.0
10,2013-12,6415.0
10,2014-01,5288.0
10,2014-02,5375.0
10,2014-03,5395.0
10,2014-04,5597.0
10,2014-05,5843.0
10,2014-06,5840.0
10,2014-07,5683.0
10,2014-08,5083.0
10,2014-09,5449.0
10,2014-10,5632.0
10,2014-11,6076.0
10,2014-12,6419.0
10,2015-01,5397.0
10,2015-02,5540.0
10,2015-03,5725.0
10,2015-04,5984.0
10,2015-05,6083.0
10,2015-06,6018.0
10,2015-07,6026.0
11,2013-01,7340.0
11,2013-02,7688.0
11,2013-03,8946.0
11,2013-04,7580.0
11,2013-05,7963.0
11,2013-06,7596.0
11,2013-07,7957.0
11,2013-08,8128.0
11,2013-09,7191.0
11,2013-10,7164.0
11,2013-11,8812.0
11,2013-12,12887.0
11,2014-01,7101.0
11,2014-02,7537.0
11,2014-03,7349.0
11,2014-04,8439.0
11,2014-05,7625.0
11,2014-06,7728.0
11,2014-07,7675.0
11,2014-08,7958.0
11,2014-09,7493.0
11,2014-10,7315.0
11,2014-11,9008.0
11,2014-12,12219.0
11,2015-01,7160.0
11,2015-02,7399.0
11,2015-03,7712.0
11,2015-04,7905.0
11,2015-05,7553.0
11,2015-06,7440.0
11,2015-07,7477.0
12,2013-01,6672.0
12,2013-02,6820.0
12,2013-03,8266.0
12,2013-04,7165.0
12,2013-05,7342.0
12,2013-06,7165.0
12,2013-07,7198.0
12,2013-08,7450.0
12,2013-09,6826.0
12,2013-10,6985.0
12,2013-11,7806.0
12,2013-12,9665.0
12,2014-01,7102.0
12,2014-02,7244.0
12,2014-03,7270.0
12,2014-04,7762.0
12,2014-05,7261.0
12,2014-06,7623.0
12,2014-07,7219.0
12,2014-08,7104.0
12,2014-09,7365.0
12,2014-10,7122.0
12,2014-11,8508.0
12,2014-12,9680.0
12,2015-01,7811.0
12,2015-02,7061.0
12,2015-03,8229.0
12,2015-04,8301.0
12,2015-05,7859.0
12,2015-06,8112.0
12,2015-07,7506.0
13,2013-01,4644.0
13,2013-02,4404.0
13,2013-03,5110.0
13,2013-04,4990.0
13,2013-05,5226.0
13,2013-06,4535.0
13,2013-07,5229.0
13,2013-08,4977.0
13,2013-09,4511.0
13,2013-10,4841.0
13,2013-11,4914.0
13,2013-12,5911.0
13,2014-01,5066.0
13,2014-02,4740.0
13,2014-03,4796.0
13,2014-04,5505.0
13,2014-05,4856.0
13,2014-06,5210.0
13,2015-01,5518.0
13,2015-02,4729.0
13,2015-03,5084.0
13,2015-04,5635.0
13,2015-05,4951.0
13,2015-06,5041.0
13,2015-07,5477.0
14,2013-01,5098.0
14,2013-02,5277.0
14,2013-03,5770.0
14,2013-04,5300.0
14,2013-05,5717.0
14,2013-06,5290.0
14,2013-07,5560.0
14,2013-08,4834.0
14,2013-09,4973.0
14,2013-10,5111.0
14,2013-11,5463.0
14,2013-12,6580.0
14,2014-01,5335.0
14,2014-02,5360.0
14,2014-03,5579.0
14,2014-04,5720.0
14,2014-05,5522.0
14,2014-06,6079.0
14,2014-07,5226.0
14,2014-08,5147.0
14,2014-09,5430.0
14,2014-10,5301.0
14,2014-11,5945.0
14,2014-12,6511.0
14,2015-01,5417.0
14,2015-02,5214.0
14,2015-03,5683.0
14,2015-04,5665.0
14,2015-05,5804.0
14,2015-06,5930.0
14,2015-07,5214.0
15,2013-01,5842.0
15,2013-02,6059.0
15,2013-03,7053.0
15,2013-04,6148.0
15,2013-05,6622.0
15,2013-06,6245.0
15,2013-07,6480.0
15,2013-08,6699.0
15,2013-09,6160.0
15,2013-10,5870.0
15,2013-11,6608.0
15,2013-12,8266.0
15,2014-01,6325.0
15,2014-02,6380.0
15,2014-03,6534.0
15,2014-04,6860.0
15,2014-05,6560.0
15,2014-06,6945.0
15,2014-07,6392.0
15,2014-08,6772.0
15,2014-09,6298.0
15,2014-10,6101.0
15,2014-11,7124.0
15,2014-12,8480.0
15,2015-01,6525.0
15,2015-02,6450.0
15,2015-03,7090.0
15,2015-04,7163.0
15,2015-05,7150.0
15,2015-06,7055.0
15,2015-07,6814.0
16,2013-01,6445.0
16,2013-02,6607.0
16,2013-03,7576.0
16,2013-04,6955.0
16,2013-05,7395.0
16,2013-06,7000.0
16,2013-07,7726.0
16,2013-08,6630.0
16,2013-09,7127.0
16,2013-10,7204.0
16,2013-11,7557.0
16,2013-12,9176.0
16,2014-01,7490.0
16,2014-02,7457.0
16,2014-03,7332.0
16,2014-04,8133.0
16,2014-05,7775.0
16,2014-06,7954.0
16,2014-07,7987.0
16,2014-08,6917.0
16,2014-09,7211.0
16,2014-10,7637.0
16,2014-11,8638.0
16,2014-12,9758.0
16,2015-01,7837.0
16,2015-02,7583.0
16,2015-03,8197.0
16,2015-04,8254.0
16,2015-05,8297.0
16,2015-06,8246.0
16,2015-07,8257.0
17,2013-01,5875.0
17,2013-02,5987.0
17,2013-03,6948.0
17,2013-04,6161.0
17,2013-05,6305.0
17,2013-06,5694.0
17,2013-07,6661.0
17,2013-08,5934.0
17,2013-09,5897.0
17,2013-10,6190.0
17,2013-11,6323.0
17,2013-12,8522.0
17,2014-01,5878.0
17,2014-02,5929.0
17,2014-03,5916.0
17,2014-04,6537.0
17,2014-05,5854.0
17,2014-06,6388.0
17,2014-07,6089.0
17,2014-08,5805.0
17,2014-09,6185.0
17,2014-10,6345.0
17,2014-11,7086.0
17,2014-12,8311.0
17,2015-01,6276.0
17,2015-02,5971.0
17,2015-03,6376.0
17,2015-04,6561.0
17,2015-05,6175.0
17,2015-06,6322.0
17,2015-07,6082.0
18,2013-01,5437.0
18,2013-02,5668.0
18,2013-03,6570.0
18,2013-04,5633.0
18,2013-05,6147.0
18,2013-06,5759.0
18,2013-07,6242.0
18,2013-08,6153.0
18,2013-09,5812.0
18,2013-10,6060.0
18,2013-11,6449.0
18,2013-12,8255.0
18,2014-01,6040.0
18,2014-02,6233.0
18,2014-03,6280.0
18,2014-04,6562.0
18,2014-05,6346.0
18,2014-06,6775.0
18,2014-07,6370.0
18,2014-08,6293.0
18,2014-09,6533.0
18,2014-10,6691.0
18,2014-11,7267.0
18,2014-12,8660.0
18,2015-01,6994.0
18,2015-02,6624.0
18,2015-03,7183.0
18,2015-04,7098.0
18,2015-05,7178.0
18,2015-06,7223.0
18,2015-07,6982.0
19,2013-01,5477.0
19,2013-02,5939.0
19,2013-03,6407.0
19,2013-04,5652.0
19,2013-05,6529.0
19,2013-06,5806.0
19,2013-07,6143.0
19,2013-08,5689.0
19,2013-09,5763.0
19,2013-10,5703.0
19,2013-11,6264.0
19,2013-12,7389.0
19,2014-01,5994.0
19,2014-02,6391.0
19,2014-03,6421.0
19,2014-04,6680.0
19,2014-05,6645.0
19,2014-06,6949.0
19,2014-07,6338.0
19,2014-08,6464.0
19,2014-09,6423.0
19,2014-10,6340.0
19,2014-11,7542.0
19,2014-12,7799.0
19,2015-01,6442.0
19,2015-02,6705.0
19,2015-03,6946.0
19,2015-04,6961.0
19,2015-05,7099.0
19,2015-06,7362.0
19,2015-07,6512.0
20,2013-01,6813.0
20,2013-02,6639.0
20,2013-03,7311.0
20,2013-04,7437.0
20,2013-05,7692.0
20,2013-06,7131.0
20,2013-07,7703.0
20,2013-08,7609.0
20,2013-09,7233.0
20,2013-10,7711.0
20,2013-11,7811.0
20,2013-12,8569.0
20,2014-01,7371.0
20,2014-02,7546.0
20,2014-03,7495.0
20,2014-04,8485.0
20,2014-05,7679.0
20,2014-06,7996.0
20,2015-01,7690.0
20,2015-02,7515.0
20,2015-03,8379.0
20,2015-04,8518.0
20,2015-05,8581.0
20,2015-06,8586.0
20,2015-07,8591.0
21,2013-01,4999.0
21,2013-02,4704.0
21,2013-03,5675.0
21,2013-04,5116.0
21,2013-05,5319.0
21,2013-06,4888.0
21,2013-07,5519.0
21,2013-08,4665.0
21,2013-09,5117.0
21,2013-10,5035.0
21,2013-11,5202.0
21,2013-12,6553.0
21,2014-01,5355.0
21,2014-02,5373.0
21,2014-03,5361.0
21,2014-04,5739.0
21,2014-05,5548.0
21,2014-06,5856.0
21,2014-07,5599.0
21,2014-08,5268.0
21,2014-09,5406.0
21,2014-10,5037.0
21,2014-11,6109.0
21,2014-12,6566.0
21,2015-01,5524.0
21,2015-02,5238.0
21,2015-03,5979.0
21,2015-04,5863.0
21,2015-05,5713.0
21,2015-06,5929.0
21,2015-07,5856.0
22,2013-01,4080.0
22,2013-02,4418.0
22,2013-03,4513.0
22,2013-04,4144.0
22,2013-05,4654.0
22,2013-06,4162.0
22,2013-07,4498.0
22,2013-08,4380.0
22,2013-09,4208.0
22,2013-10,4229.0
22,2013-11,4620.0
22,2013-12,5806.0
22,2014-01,4357.0
22,2014-02,4453.0
22,2014-03,4198.0
22,2014-04,4531.0
22,2014-05,4509.0
22,2014-06,4598.0
22,2015-01,4683.0
22,2015-02,4345.0
22,2015-03,4546.0
22,2015-04,4654.0
22,2015-05,4749.0
22,2015-06,5070.0
22,2015-07,4829.0
23,2013-01,5092.0
23,2013-02,5359.0
23,2013-03,5947.0
23,2013-04,5184.0
23,2013-05,5870.0
23,2013-06,4984.0
23,2013-07,5430.0
23,2013-08,5141.0
23,2013-09,4915.0
23,2013-10,5049.0
23,2013-11,5658.0
23,2013-12,7205.0
23,2014-01,5213.0
23,2014-02,5377.0
23,2014-03,5420.0
23,2014-04,5788.0
23,2014-05,5377.0
23,2014-06,5809.0
23,2014-07,5480.0
23,2014-08,5172.0
23,2014-09,5076.0
23,2014-10,5169.0
23,2014-11,5886.0
23,2014-12,6773.0
23,2015-01,5406.0
23,2015-02,5185.0
23,2015-03,5534.0
23,2015-04,5825.0
23,2015-05,5750.0
23,2015-06,5787.0
23,2015-07,5559.0
24,2013-01,8118.0
24,2013-02,8695.0
24,2013-03,9738.0
24,2013-04,8761.0
24,2013-05,9597.0
24,2013-06,8655.0
24,2013-07,9234.0
24,2013-08,8476.0
24,2013-09,8430.0
24,2013-10,8365.0
24,2013-11,9157.0
24,2013-12,12223.0
24,2014-01,8832.0
24,2014-02,9036.0
24,2014-03,8826.0
24,2014-04,9176.0
24,2014-05,8651.0
24,2014-06,9674.0
24,2014-07,8879.0
24,2014-08,8987.0
24,2014-09,9139.0
24,2014-10,8876.0
24,2014-11,9928.0
24,2014-12,12273.0
24,2015-01,9391.0
24,2015-02,9363.0
24,2015-03,10260.0
24,2015-04,10218.0
24,2015-05,10283.0
24,2015-06,10704.0
24,2015-07,9577.0
25,2013-01,10768.0
25,2013-02,11133.0
25,2013-03,12085.0
25,2013-04,13381.0
25,2013-05,13676.0
25,2013-06,10615.0
25,2013-07,11424.0
25,2013-08,10095.0
25,2013-09,10309.0
25,2013-10,10559.0
25,2013-11,11339.0
25,2013-12,13192.0
25,2014-01,10810.0
25,2014-02,12377.0
25,2014-03,10251.0
25,2014-04,10934.0
25,2014-05,10824.0
25,2014-06,11190.0
25,2014-07,10363.0
25,2014-08,9988.0
25,2014-09,10082.0
25,2014-10,10487.0
25,2014-11,11304.0
25,2014-12,12307.0
25,2015-01,10784.0
25,2015-02,10709.0
25,2015-03,11002.0
25,2015-04,11288.0
25,2015-05,11523.0
25,2015-06,11209.0
25,2015-07,10267.0
26,2013-01,5817.0
26,2013-02,5896.0
26,2013-03,7027.0
26,2013-04,6158.0
26,2013-05,6845.0
26,2013-06,5932.0
26,2013-07,6655.0
26,2013-08,6154.0
26,2013-09,5869.0
26,2013-10,5914.0
26,2013-11,6374.0
26,2013-12,8737.0
26,2014-01,6052.0
26,2014-02,6390.0
26,2014-03,6160.0
26,2014-04,6937.0
26,2014-05,6666.0
26,2014-06,7009.0
26,2014-07,6557.0
26,2014-08,6416.0
26,2014-09,6508.0
26,2014-10,6587.0
26,2014-11,7521.0
26,2014-12,8546.0
26,2015-01,6811.0
26,2015-02,6436.0
26,2015-03,6799.0
26,2015-04,7189.0
26,2015-05,7195.0
26,2015-06,6975.0
26,2015-07,6931.0
27,2013-01,8692.0
27,2013-02,8489.0
27,2013-03,9807.0
27,2013-04,8768.0
27,2013-05,9515.0
27,2013-06,8501.0
27,2013-07,9758.0
27,2013-08,8681.0
27,2013-09,8493.0
27,2013-10,8507.0
27,2013-11,9213.0
27,2013-12,12507.0
27,2014-01,9013.0
27,2014-02,9041.0
27,2014-03,9415.0
27,2014-04,9632.0
27,2014-05,9159.0
27,2014-06,10542.0
27,2014-07,9189.0
27,2014-08,8856.0
27,2014-09,9247.0
27,2014-10,8761.0
27,2014-11,10437.0
27,2014-12,11823.0
27,2015-01,9254.0
27,2015-02,9222.0
27,2015-03,9870.0
27,2015-04,10101.0
27,2015-05,9950.0
27,2015-06,10750.0
27,2015-07,9132.0
28,2013-01,5193.0
28,2013-02,5209.0
28,2013-03,5848.0
28,2013-04,5277.0
28,2013-05,5579.0
28,2013-06,5155.0
28,2013-07,5618.0
28,2013-08,5211.0
28,2013-09,5158.0
28,2013-10,5190.0
28,2013-11,5492.0
28,2013-12,7333.0
28,2014-01,5170.0
28,2014-02,5223.0
28,2014-03,5173.0
28,2014-04,5836.0
28,2014-05,5452.0
28,2014-06,5569.0
28,2014-07,5465.0
28,2014-08,7202.0
28,2014-09,5674.0
28,2014-10,4777.0
28,2014-11,4301.0
28,2014-12,5758.0
28,2015-01,4489.0
28,2015-02,4799.0
28,2015-03,4611.0
28,2015-04,4813.0
28,2015-05,4608.0
28,2015-06,4811.0
28,2015-07,4713.0
29,2013-01,5774.0
29,2013-02,6222.0
29,2013-03,6873.0
29,2013-04,6126.0
29,2013-05,6439.0
29,2013-06,5849.0
29,2013-07,6615.0
29,2013-08,6111.0
29,2013-09,6220.0
29,2013-10,6398.0
29,2013-11,6836.0
29,2013-12,8394.0
29,2014-01,6822.0
29,2014-02,7128.0
29,2014-03,7220.0
29,2014-04,7602.0
29,2014-05,7605.0
29,2014-06,7875.0
29,2014-07,7250.0
29,2014-08,7253.0
29,2014-09,7629.0
29,2014-10,7437.0
29,2014-11,8658.0
29,2014-12,9560.0
29,2015-01,8041.0
29,2015-02,7863.0
29,2015-03,8651.0
29,2015-04,8820.0
29,2015-05,8801.0
29,2015-06,8978.0
29,2015-07,7656.0
30,2013-01,5909.0
30,2013-02,5659.0
30,2013-03,6488.0
30,2013-04,6002.0
30,2013-05,6529.0
30,2013-06,5735.0
30,2013-07,6308.0
30,2013-08,5735.0
30,2013-09,5553.0
30,2013-10,5401.0
30,2013-11,5760.0
30,2013-12,7055.0
30,2014-01,5560.0
30,2014-02,5685.0
30,2014-03,5076.0
30,2014-04,5028.0
30,2014-05,4938.0
30,2014-06,5243.0
30,2014-07,4787.0
30,2014-08,4832.0
30,2014-09,4698.0
30,2014-10,4691.0
30,2014-11,5160.0
30,2014-12,5496.0
30,2015-01,4634.0
30,2015-02,4474.0
30,2015-03,4631.0
30,2015-04,4350.0
30,2015-05,4532.0
30,2015-06,4358.0
30,2015-07,3955.0
31,2013-01,5433.0
31,2013-02,5511.0
31,2013-03,6270.0
31,2013-04,5400.0
31,2013-05,5848.0
31,2013-06,5483.0
31,2013-07,5870.0
31,2013-08,5895.0
31,2013-09,5177.0
31,2013-10,5254.0
31,2013-11,5928.0
31,2013-12,7770.0
31,2014-01,5531.0
31,2014-02,5435.0
31,2014-03,5331.0
31,2014-04,6095.0
31,2014-05,5770.0
31,2014-06,5748.0
31,2014-07,5682.0
31,2014-08,5970.0
31,2014-09,5617.0
31,2014-10,5733.0
31,2014-11,6671.0
31,2014-12,7775.0
31,2015-01,5923.0
31,2015-02,5582.0
31,2015-03,5726.0
31,2015-04,5982.0
31,2015-05,5907.0
31,2015-06,5697.0
31,2015-07,5871.0
32,2013-01,3812.0
32,2013-02,3668.0
32,2013-03,3915.0
32,2013-04,3956.0
32,2013-05,4201.0
32,2013-06,3808.0
32,2013-07,4351.0
32,2013-08,3795.0
32,2013-09,3611.0
32,2013-10,4031.0
32,2013-11,3987.0
32,2013-12,4904.0
32,2014-01,4010.0
32,2014-02,3855.0
32,2014-03,3833.0
32,2014-04,4463.0
32,2014-05,4046.0
32,2014-06,4439.0
32,2015-01,4180.0
32,2015-02,3633.0
32,2015-03,4032.0
32,2015-04,4344.0
32,2015-05,4124.0
32,2015-06,4278.0
32,2015-07,4452.0
33,2013-01,8331.0
33,2013-02,8739.0
33,2013-03,9654.0
33,2013-04,9079.0
33,2013-05,9091.0
33,2013-06,7878.0
33,2013-07,8447.0
33,2013-08,7892.0
33,2013-09,7883.0
33,2013-10,7870.0
33,2013-11,8219.0
33,2013-12,9942.0
33,2014-01,7927.0
33,2014-02,8250.0
33,2014-03,7891.0
33,2014-04,8563.0
33,2014-05,8447.0
33,2014-06,8561.0
33,2014-07,8020.0
33,2014-08,8008.0
33,2014-09,7791.0
33,2014-10,7923.0
33,2014-11,8881.0
33,2014-12,9720.0
33,2015-01,8288.0
33,2015-02,8281.0
33,2015-03,8228.0
33,2015-04,8556.0
33,2015-05,8936.0
33,2015-06,8792.0
33,2015-07,7903.0
34,2013-01,7501.0
34,2013-02,7611.0
34,2013-03,8333.0
34,2013-04,8001.0
34,2013-05,8290.0
34,2013-06,8134.0
34,2013-07,7544.0
34,2013-08,7701.0
34,2013-09,7419.0
34,2013-10,7306.0
34,2013-11,7689.0
34,2013-12,9351.0
34,2014-01,7441.0
34,2014-02,7653.0
34,2014-03,7736.0
34,2014-04,8267.0
34,2014-05,8318.0
34,2014-06,8452.0
34,2014-07,8043.0
34,2014-08,7658.0
34,2014-09,7766.0
34,2014-10,7816.0
34,2014-11,8510.0
34,2014-12,9419.0
34,2015-01,7880.0
34,2015-02,7571.0
34,2015-03,7992.0
34,2015-04,8494.0
34,2015-05,8377.0
34,2015-06,8489.0
34,2015-07,8454.0
35,2013-01,7836.0
35,2013-02,8238.0
35,2013-03,9550.0
35,2013-04,8631.0
35,2013-05,9026.0
35,2013-06,8551.0
35,2013-07,9552.0
35,2013-08,8687.0
35,2013-09,8742.0
35,2013-10,8633.0
35,2013-11,9034.0
35,2013-12,11004.0
35,2014-01,8982.0
35,2014-02,9029.0
35,2014-03,9279.0
35,2014-04,9568.0
35,2014-05,9536.0
35,2014-06,10765.0
35,2014-07,9763.0
35,2014-08,9391.0
35,2014-09,9688.0
35,2014-10,9041.0
35,2014-11,10530.0
35,2014-12,11671.0
35,2015-01,10073.0
35,2015-02,9479.0
35,2015-03,10619.0
35,2015-04,11299.0
35,2015-05,11810.0
35,2015-06,12628.0
35,2015-07,10579.0
36,2013-01,8480.0
36,2013-02,8849.0
36,2013-03,9810.0
36,2013-04,9384.0
36,2013-05,9836.0
36,2013-06,9208.0
36,2013-07,9351.0
36,2013-08,8952.0
36,2013-09,8875.0
36,2013-10,9457.0
36,2013-11,9267.0
36,2013-12,10309.0
36,2014-01,8462.0
36,2014-02,8823.0
36,2014-03,8645.0
36,2014-04,9498.0
36,2014-05,9589.0
36,2014-06,9468.0
36,2015-01,9072.0
36,2015-02,9327.0
36,2015-03,9666.0
36,2015-04,9762.0
36,2015-05,9971.0
36,2015-06,9904.0
36,2015-07,10234.0
37,2013-01,6750.0
37,2013-02,6969.0
37,2013-03,7921.0
37,2013-04,6866.0
37,2013-05,7763.0
37,2013-06,7029.0
37,2013-07,7710.0
37,2013-08,7059.0
37,2013-09,6693.0
37,2013-10,6926.0
37,2013-11,7742.0
37,2013-12,9601.0
37,2014-01,6693.0
37,2014-02,6498.0
37,2014-03,6414.0
37,2014-04,7077.0
37,2014-05,7235.0
37,2014-06,7047.0
37,2014-07,6772.0
37,2014-08,6636.0
37,2014-09,6522.0
37,2014-10,6855.0
37,2014-11,7315.0
37,2014-12,8976.0
37,2015-01,7225.0
37,2015-02,6316.0
37,2015-03,6359.0
37,2015-04,7100.0
37,2015-05,7166.0
37,2015-06,6662.0
37,2015-07,6819.0
38,2013-01,5295.0
38,2013-02,5722.0
38,2013-03,6482.0
38,2013-04,5875.0
38,2013-05,6539.0
38,2013-06,5641.0
38,2013-07,6501.0
38,2013-08,5472.0
38,2013-09,5310.0
38,2013-10,5400.0
38,2013-11,5654.0
38,2013-12,6775.0
38,2014-01,5523.0
38,2014-02,5903.0
38,2014-03,5810.0
38,2014-04,6323.0
38,2014-05,6168.0
38,2014-06,6067.0
38,2014-07,5786.0
38,2014-08,5641.0
38,2014-09,5815.0
38,2014-10,5830.0
38,2014-11,6582.0
38,2014-12,6630.0
38,2015-01,5948.0
38,2015-02,5717.0
38,2015-03,6131.0
38,2015-04,6459.0
38,2015-05,6685.0
38,2015-06,6729.0
38,2015-07,6015.0
39,2013-01,4025.0
39,2013-02,4118.0
39,2013-03,4591.0
39,2013-04,4309.0
39,2013-05,4660.0
39,2013-06,4006.0
39,2013-07,4671.0
39,2013-08,4498.0
39,2013-09,4280.0
39,2013-10,4370.0
39,2013-11,4552.0
39,2013-12,5855.0
39,2014-01,4641.0
39,2014-02,4890.0
39,2014-03,4682.0
39,2014-04,5294.0
